"","common_name","sci_name","year","count"
"1538","Red-bellied Woodpecker","Melanerpes carolinus",2016,76
"1539","Red-bellied Woodpecker","Melanerpes carolinus",2017,73
"1540","Red-bellied Woodpecker","Melanerpes carolinus",2018,107
"1541","Red-bellied Woodpecker","Melanerpes carolinus",2019,75
"1542","Red-bellied Woodpecker","Melanerpes carolinus",2020,100
"1543","Red-bellied Woodpecker","Melanerpes carolinus",2021,76
"1544","Red-bellied Woodpecker","Melanerpes carolinus",2022,93
"1545","Red-bellied Woodpecker","Melanerpes carolinus",2023,84
"1546","Red-eyed Vireo","Vireo olivaceus",2000,129
"1547","Red-eyed Vireo","Vireo olivaceus",2001,155
"1548","Red-eyed Vireo","Vireo olivaceus",2002,130
"1549","Red-eyed Vireo","Vireo olivaceus",2003,138
"1550","Red-eyed Vireo","Vireo olivaceus",2004,86
"1551","Red-eyed Vireo","Vireo olivaceus",2005,111
"1552","Red-eyed Vireo","Vireo olivaceus",2006,109
"1553","Red-eyed Vireo","Vireo olivaceus",2007,111
"1554","Red-eyed Vireo","Vireo olivaceus",2008,111
"1555","Red-eyed Vireo","Vireo olivaceus",2009,99
"1556","Red-eyed Vireo","Vireo olivaceus",2010,93
"1557","Red-eyed Vireo","Vireo olivaceus",2011,95
"1558","Red-eyed Vireo","Vireo olivaceus",2012,86
"1559","Red-eyed Vireo","Vireo olivaceus",2013,83
"1560","Red-eyed Vireo","Vireo olivaceus",2014,73
"1561","Red-eyed Vireo","Vireo olivaceus",2015,66
"1562","Red-eyed Vireo","Vireo olivaceus",2016,86
"1563","Red-eyed Vireo","Vireo olivaceus",2017,73
"1564","Red-eyed Vireo","Vireo olivaceus",2018,70
"1565","Red-eyed Vireo","Vireo olivaceus",2019,132
"1566","Red-eyed Vireo","Vireo olivaceus",2020,129
"1567","Red-eyed Vireo","Vireo olivaceus",2021,113
"1568","Red-eyed Vireo","Vireo olivaceus",2022,99
"1569","Red-eyed Vireo","Vireo olivaceus",2023,89
"1570","Red-headed Woodpecker","Melanerpes erythrocephalus",2002,2
"1571","Red-headed Woodpecker","Melanerpes erythrocephalus",2005,3
"1572","Red-headed Woodpecker","Melanerpes erythrocephalus",2006,2
"1573","Red-headed Woodpecker","Melanerpes erythrocephalus",2009,1
"1574","Red-headed Woodpecker","Melanerpes erythrocephalus",2010,15
"1575","Red-headed Woodpecker","Melanerpes erythrocephalus",2012,1
"1576","Red-headed Woodpecker","Melanerpes erythrocephalus",2013,6
"1577","Red-headed Woodpecker","Melanerpes erythrocephalus",2014,1
"1578","Red-headed Woodpecker","Melanerpes erythrocephalus",2015,5
"1579","Red-headed Woodpecker","Melanerpes erythrocephalus",2016,1
"1580","Red-headed Woodpecker","Melanerpes erythrocephalus",2017,1
"1581","Red-headed Woodpecker","Melanerpes erythrocephalus",2018,1
"1582","Red-headed Woodpecker","Melanerpes erythrocephalus",2019,3
"1583","Red-headed Woodpecker","Melanerpes erythrocephalus",2020,2
"1584","Red-headed Woodpecker","Melanerpes erythrocephalus",2021,3
"1585","Red-headed Woodpecker","Melanerpes erythrocephalus",2022,4
"1586","Red-headed Woodpecker","Melanerpes erythrocephalus",2023,2
"1587","Red-shouldered Hawk","Buteo lineatus",2000,1
"1588","Red-shouldered Hawk","Buteo lineatus",2001,4
"1589","Red-shouldered Hawk","Buteo lineatus",2002,8
"1590","Red-shouldered Hawk","Buteo lineatus",2003,8
"1591","Red-shouldered Hawk","Buteo lineatus",2004,5
"1592","Red-shouldered Hawk","Buteo lineatus",2005,11
"1593","Red-shouldered Hawk","Buteo lineatus",2006,12
"1594","Red-shouldered Hawk","Buteo lineatus",2007,10
"1595","Red-shouldered Hawk","Buteo lineatus",2008,8
"1596","Red-shouldered Hawk","Buteo lineatus",2009,12
"1597","Red-shouldered Hawk","Buteo lineatus",2010,12
"1598","Red-shouldered Hawk","Buteo lineatus",2011,6
"1599","Red-shouldered Hawk","Buteo lineatus",2012,10
"1600","Red-shouldered Hawk","Buteo lineatus",2013,11
"1601","Red-shouldered Hawk","Buteo lineatus",2014,9
"1602","Red-shouldered Hawk","Buteo lineatus",2015,11
"1603","Red-shouldered Hawk","Buteo lineatus",2016,15
"1604","Red-shouldered Hawk","Buteo lineatus",2017,7
"1605","Red-shouldered Hawk","Buteo lineatus",2018,13
"1606","Red-shouldered Hawk","Buteo lineatus",2019,14
"1607","Red-shouldered Hawk","Buteo lineatus",2020,8
"1608","Red-shouldered Hawk","Buteo lineatus",2021,20
"1609","Red-shouldered Hawk","Buteo lineatus",2022,26
"1610","Red-shouldered Hawk","Buteo lineatus",2023,10
"1611","Red-tailed Hawk","Buteo jamaicensis",2000,5
"1612","Red-tailed Hawk","Buteo jamaicensis",2001,4
"1613","Red-tailed Hawk","Buteo jamaicensis",2002,1
"1614","Red-tailed Hawk","Buteo jamaicensis",2003,5
"1615","Red-tailed Hawk","Buteo jamaicensis",2004,1
"1616","Red-tailed Hawk","Buteo jamaicensis",2005,1
"1617","Red-tailed Hawk","Buteo jamaicensis",2006,1
"1618","Red-tailed Hawk","Buteo jamaicensis",2007,2
"1619","Red-tailed Hawk","Buteo jamaicensis",2008,2
"1620","Red-tailed Hawk","Buteo jamaicensis",2009,2
"1621","Red-tailed Hawk","Buteo jamaicensis",2010,6
"1622","Red-tailed Hawk","Buteo jamaicensis",2012,3
"1623","Red-tailed Hawk","Buteo jamaicensis",2013,3
"1624","Red-tailed Hawk","Buteo jamaicensis",2014,4
"1625","Red-tailed Hawk","Buteo jamaicensis",2015,1
"1626","Red-tailed Hawk","Buteo jamaicensis",2016,5
"1627","Red-tailed Hawk","Buteo jamaicensis",2017,6
"1628","Red-tailed Hawk","Buteo jamaicensis",2018,1
"1629","Red-tailed Hawk","Buteo jamaicensis",2019,7
"1630","Red-tailed Hawk","Buteo jamaicensis",2020,3
"1631","Red-tailed Hawk","Buteo jamaicensis",2021,5
"1632","Red-tailed Hawk","Buteo jamaicensis",2022,3
"1633","Red-tailed Hawk","Buteo jamaicensis",2023,1
"1634","Red-winged Blackbird","Agelaius phoeniceus",2000,13
"1635","Red-winged Blackbird","Agelaius phoeniceus",2001,27
"1636","Red-winged Blackbird","Agelaius phoeniceus",2002,36
"1637","Red-winged Blackbird","Agelaius phoeniceus",2003,23
"1638","Red-winged Blackbird","Agelaius phoeniceus",2004,27
"1639","Red-winged Blackbird","Agelaius phoeniceus",2005,28
"1640","Red-winged Blackbird","Agelaius phoeniceus",2006,25
"1641","Red-winged Blackbird","Agelaius phoeniceus",2007,36
"1642","Red-winged Blackbird","Agelaius phoeniceus",2008,26
"1643","Red-winged Blackbird","Agelaius phoeniceus",2009,17
"1644","Red-winged Blackbird","Agelaius phoeniceus",2010,11
"1645","Red-winged Blackbird","Agelaius phoeniceus",2011,7
"1646","Red-winged Blackbird","Agelaius phoeniceus",2012,5
"1647","Red-winged Blackbird","Agelaius phoeniceus",2013,5
"1648","Red-winged Blackbird","Agelaius phoeniceus",2014,3
"1649","Red-winged Blackbird","Agelaius phoeniceus",2015,1
"1650","Red-winged Blackbird","Agelaius phoeniceus",2016,34
"1651","Red-winged Blackbird","Agelaius phoeniceus",2017,1
"1652","Red-winged Blackbird","Agelaius phoeniceus",2018,17
"1653","Red-winged Blackbird","Agelaius phoeniceus",2019,16
"1654","Red-winged Blackbird","Agelaius phoeniceus",2020,18
"1655","Red-winged Blackbird","Agelaius phoeniceus",2021,9
"1656","Red-winged Blackbird","Agelaius phoeniceus",2022,16
"1657","Red-winged Blackbird","Agelaius phoeniceus",2023,30
"1658","Ring-billed Gull","Larus delawarensis",2006,1
"1659","Rock Pigeon","Columba livia",2001,6
"1660","Rock Pigeon","Columba livia",2002,7
"1661","Rock Pigeon","Columba livia",2004,4
"1662","Rock Pigeon","Columba livia",2007,6
"1663","Rock Pigeon","Columba livia",2008,3
"1664","Rock Pigeon","Columba livia",2010,38
"1665","Rock Pigeon","Columba livia",2011,29
"1666","Rock Pigeon","Columba livia",2012,1
"1667","Rock Pigeon","Columba livia",2014,1
"1668","Rock Pigeon","Columba livia",2015,2
"1669","Rock Pigeon","Columba livia",2016,2
"1670","Rock Pigeon","Columba livia",2017,2
"1671","Rock Pigeon","Columba livia",2018,12
"1672","Rock Pigeon","Columba livia",2019,3
"1673","Rock Pigeon","Columba livia",2022,5
"1674","Ruby-throated Hummingbird","Archilochus colubris",2000,5
"1675","Ruby-throated Hummingbird","Archilochus colubris",2001,11
"1676","Ruby-throated Hummingbird","Archilochus colubris",2002,8
"1677","Ruby-throated Hummingbird","Archilochus colubris",2003,9
"1678","Ruby-throated Hummingbird","Archilochus colubris",2004,5
"1679","Ruby-throated Hummingbird","Archilochus colubris",2005,6
"1680","Ruby-throated Hummingbird","Archilochus colubris",2006,8
"1681","Ruby-throated Hummingbird","Archilochus colubris",2007,5
"1682","Ruby-throated Hummingbird","Archilochus colubris",2008,4
"1683","Ruby-throated Hummingbird","Archilochus colubris",2009,8
"1684","Ruby-throated Hummingbird","Archilochus colubris",2010,7
"1685","Ruby-throated Hummingbird","Archilochus colubris",2011,9
"1686","Ruby-throated Hummingbird","Archilochus colubris",2012,3
"1687","Ruby-throated Hummingbird","Archilochus colubris",2013,9
"1688","Ruby-throated Hummingbird","Archilochus colubris",2014,4
"1689","Ruby-throated Hummingbird","Archilochus colubris",2015,5
"1690","Ruby-throated Hummingbird","Archilochus colubris",2016,3
"1691","Ruby-throated Hummingbird","Archilochus colubris",2017,5
"1692","Ruby-throated Hummingbird","Archilochus colubris",2018,9
"1693","Ruby-throated Hummingbird","Archilochus colubris",2019,2
"1694","Ruby-throated Hummingbird","Archilochus colubris",2020,3
"1695","Ruby-throated Hummingbird","Archilochus colubris",2021,3
"1696","Ruby-throated Hummingbird","Archilochus colubris",2022,3
"1697","Ruby-throated Hummingbird","Archilochus colubris",2023,1
"1698","Scarlet Tanager","Piranga olivacea",2000,21
"1699","Scarlet Tanager","Piranga olivacea",2001,21
"1700","Scarlet Tanager","Piranga olivacea",2002,16
"1701","Scarlet Tanager","Piranga olivacea",2003,15
"1702","Scarlet Tanager","Piranga olivacea",2004,14
"1703","Scarlet Tanager","Piranga olivacea",2005,8
"1704","Scarlet Tanager","Piranga olivacea",2006,33
"1705","Scarlet Tanager","Piranga olivacea",2007,12
"1706","Scarlet Tanager","Piranga olivacea",2008,13
"1707","Scarlet Tanager","Piranga olivacea",2009,19
"1708","Scarlet Tanager","Piranga olivacea",2010,16
"1709","Scarlet Tanager","Piranga olivacea",2011,18
"1710","Scarlet Tanager","Piranga olivacea",2012,17
"1711","Scarlet Tanager","Piranga olivacea",2013,11
"1712","Scarlet Tanager","Piranga olivacea",2014,12
"1713","Scarlet Tanager","Piranga olivacea",2015,11
"1714","Scarlet Tanager","Piranga olivacea",2016,8
"1715","Scarlet Tanager","Piranga olivacea",2017,17
"1716","Scarlet Tanager","Piranga olivacea",2018,8
"1717","Scarlet Tanager","Piranga olivacea",2019,11
"1718","Scarlet Tanager","Piranga olivacea",2020,13
"1719","Scarlet Tanager","Piranga olivacea",2021,9
"1720","Scarlet Tanager","Piranga olivacea",2022,2
"1721","Scarlet Tanager","Piranga olivacea",2023,2
"1722","Sharp-shinned Hawk","Accipiter striatus",2005,1
"1723","Sharp-shinned Hawk","Accipiter striatus",2008,1
"1724","Sharp-shinned Hawk","Accipiter striatus",2010,0
"1725","Sharp-shinned Hawk","Accipiter striatus",2013,1
"1726","Sharp-shinned Hawk","Accipiter striatus",2015,1
"1727","Sharp-shinned Hawk","Accipiter striatus",2016,0
"1728","Summer Tanager","Piranga rubra",2000,47
"1729","Summer Tanager","Piranga rubra",2001,44
"1730","Summer Tanager","Piranga rubra",2002,54
"1731","Summer Tanager","Piranga rubra",2003,37
"1732","Summer Tanager","Piranga rubra",2004,29
"1733","Summer Tanager","Piranga rubra",2005,59
"1734","Summer Tanager","Piranga rubra",2006,39
"1735","Summer Tanager","Piranga rubra",2007,56
"1736","Summer Tanager","Piranga rubra",2008,55
"1737","Summer Tanager","Piranga rubra",2009,55
"1738","Summer Tanager","Piranga rubra",2010,52
"1739","Summer Tanager","Piranga rubra",2011,32
"1740","Summer Tanager","Piranga rubra",2012,52
"1741","Summer Tanager","Piranga rubra",2013,38
"1742","Summer Tanager","Piranga rubra",2014,49
"1743","Summer Tanager","Piranga rubra",2015,43
"1744","Summer Tanager","Piranga rubra",2016,43
"1745","Summer Tanager","Piranga rubra",2017,53
"1746","Summer Tanager","Piranga rubra",2018,51
"1747","Summer Tanager","Piranga rubra",2019,48
"1748","Summer Tanager","Piranga rubra",2020,75
"1749","Summer Tanager","Piranga rubra",2021,76
"1750","Summer Tanager","Piranga rubra",2022,68
"1751","Summer Tanager","Piranga rubra",2023,60
"1752","Swainson's Thrush","Catharus ustulatus",2021,3
"1753","Tree Swallow","Tachycineta bicolor",2001,2
"1754","Tree Swallow","Tachycineta bicolor",2005,4
"1755","Tree Swallow","Tachycineta bicolor",2010,0
"1756","Tree Swallow","Tachycineta bicolor",2011,2
"1757","Tree Swallow","Tachycineta bicolor",2015,1
"1758","Tree Swallow","Tachycineta bicolor",2016,0
"1759","Tree Swallow","Tachycineta bicolor",2018,2
"1760","Tree Swallow","Tachycineta bicolor",2019,1
"1761","Tufted Titmouse","Baeolophus bicolor",2000,165
"1762","Tufted Titmouse","Baeolophus bicolor",2001,167
"1763","Tufted Titmouse","Baeolophus bicolor",2002,179
"1764","Tufted Titmouse","Baeolophus bicolor",2003,172
"1765","Tufted Titmouse","Baeolophus bicolor",2004,102
"1766","Tufted Titmouse","Baeolophus bicolor",2005,119
"1767","Tufted Titmouse","Baeolophus bicolor",2006,114
"1768","Tufted Titmouse","Baeolophus bicolor",2007,79
"1769","Tufted Titmouse","Baeolophus bicolor",2008,157
"1770","Tufted Titmouse","Baeolophus bicolor",2009,141
"1771","Tufted Titmouse","Baeolophus bicolor",2010,145
"1772","Tufted Titmouse","Baeolophus bicolor",2011,133
"1773","Tufted Titmouse","Baeolophus bicolor",2012,120
"1774","Tufted Titmouse","Baeolophus bicolor",2013,157
"1775","Tufted Titmouse","Baeolophus bicolor",2014,158
"1776","Tufted Titmouse","Baeolophus bicolor",2015,198
"1777","Tufted Titmouse","Baeolophus bicolor",2016,144
"1778","Tufted Titmouse","Baeolophus bicolor",2017,151
"1779","Tufted Titmouse","Baeolophus bicolor",2018,170
"1780","Tufted Titmouse","Baeolophus bicolor",2019,175
"1781","Tufted Titmouse","Baeolophus bicolor",2020,137
"1782","Tufted Titmouse","Baeolophus bicolor",2021,132
"1783","Tufted Titmouse","Baeolophus bicolor",2022,152
"1784","Tufted Titmouse","Baeolophus bicolor",2023,120
"1785","Turkey Vulture","Cathartes aura",2000,1
"1786","Turkey Vulture","Cathartes aura",2001,14
"1787","Turkey Vulture","Cathartes aura",2002,4
"1788","Turkey Vulture","Cathartes aura",2003,5
"1789","Turkey Vulture","Cathartes aura",2004,2
"1790","Turkey Vulture","Cathartes aura",2005,2
"1791","Turkey Vulture","Cathartes aura",2006,9
"1792","Turkey Vulture","Cathartes aura",2007,8
"1793","Turkey Vulture","Cathartes aura",2008,4
"1794","Turkey Vulture","Cathartes aura",2009,4
"1795","Turkey Vulture","Cathartes aura",2010,7
"1796","Turkey Vulture","Cathartes aura",2012,20
"1797","Turkey Vulture","Cathartes aura",2013,3
"1798","Turkey Vulture","Cathartes aura",2014,20
"1799","Turkey Vulture","Cathartes aura",2015,4
"1800","Turkey Vulture","Cathartes aura",2016,10
"1801","Turkey Vulture","Cathartes aura",2017,19
"1802","Turkey Vulture","Cathartes aura",2018,1
"1803","Turkey Vulture","Cathartes aura",2019,10
"1804","Turkey Vulture","Cathartes aura",2020,4
"1805","Turkey Vulture","Cathartes aura",2021,8
"1806","Turkey Vulture","Cathartes aura",2022,7
"1807","Turkey Vulture","Cathartes aura",2023,15
"1808","Warbling Vireo","Vireo gilvus",2010,0
"1809","Warbling Vireo","Vireo gilvus",2016,0
"1810","White-breasted Nuthatch","Sitta carolinensis",2000,16
"1811","White-breasted Nuthatch","Sitta carolinensis",2001,8
"1812","White-breasted Nuthatch","Sitta carolinensis",2002,15
"1813","White-breasted Nuthatch","Sitta carolinensis",2003,8
"1814","White-breasted Nuthatch","Sitta carolinensis",2004,5
"1815","White-breasted Nuthatch","Sitta carolinensis",2005,7
"1816","White-breasted Nuthatch","Sitta carolinensis",2006,12
"1817","White-breasted Nuthatch","Sitta carolinensis",2007,10
"1818","White-breasted Nuthatch","Sitta carolinensis",2008,11
"1819","White-breasted Nuthatch","Sitta carolinensis",2009,14
"1820","White-breasted Nuthatch","Sitta carolinensis",2010,15
"1821","White-breasted Nuthatch","Sitta carolinensis",2011,15
"1822","White-breasted Nuthatch","Sitta carolinensis",2012,7
"1823","White-breasted Nuthatch","Sitta carolinensis",2013,11
"1824","White-breasted Nuthatch","Sitta carolinensis",2014,18
"1825","White-breasted Nuthatch","Sitta carolinensis",2015,8
"1826","White-breasted Nuthatch","Sitta carolinensis",2016,9
"1827","White-breasted Nuthatch","Sitta carolinensis",2017,12
"1828","White-breasted Nuthatch","Sitta carolinensis",2018,20
"1829","White-breasted Nuthatch","Sitta carolinensis",2019,12
"1830","White-breasted Nuthatch","Sitta carolinensis",2020,21
"1831","White-breasted Nuthatch","Sitta carolinensis",2021,12
"1832","White-breasted Nuthatch","Sitta carolinensis",2022,24
"1833","White-breasted Nuthatch","Sitta carolinensis",2023,15
"1834","White-eyed Vireo","Vireo griseus",2000,6
"1835","White-eyed Vireo","Vireo griseus",2001,14
"1836","White-eyed Vireo","Vireo griseus",2002,14
"1837","White-eyed Vireo","Vireo griseus",2003,12
"1838","White-eyed Vireo","Vireo griseus",2004,15
"1839","White-eyed Vireo","Vireo griseus",2005,6
"1840","White-eyed Vireo","Vireo griseus",2006,8
"1841","White-eyed Vireo","Vireo griseus",2007,16
"1842","White-eyed Vireo","Vireo griseus",2008,21
"1843","White-eyed Vireo","Vireo griseus",2009,12
"1844","White-eyed Vireo","Vireo griseus",2010,21
"1845","White-eyed Vireo","Vireo griseus",2011,10
"1846","White-eyed Vireo","Vireo griseus",2012,16
"1847","White-eyed Vireo","Vireo griseus",2013,21
"1848","White-eyed Vireo","Vireo griseus",2014,9
"1849","White-eyed Vireo","Vireo griseus",2015,9
"1850","White-eyed Vireo","Vireo griseus",2016,7
"1851","White-eyed Vireo","Vireo griseus",2017,17
"1852","White-eyed Vireo","Vireo griseus",2018,17
"1853","White-eyed Vireo","Vireo griseus",2019,31
"1854","White-eyed Vireo","Vireo griseus",2020,32
"1855","White-eyed Vireo","Vireo griseus",2021,31
"1856","White-eyed Vireo","Vireo griseus",2022,40
"1857","White-eyed Vireo","Vireo griseus",2023,35
"1858","Wild Turkey","Meleagris gallopavo",2000,1
"1859","Wild Turkey","Meleagris gallopavo",2002,1
"1860","Wild Turkey","Meleagris gallopavo",2003,1
"1861","Wild Turkey","Meleagris gallopavo",2005,1
"1862","Wild Turkey","Meleagris gallopavo",2008,2
"1863","Wild Turkey","Meleagris gallopavo",2009,2
"1864","Wild Turkey","Meleagris gallopavo",2010,6
"1865","Wild Turkey","Meleagris gallopavo",2012,2
"1866","Wild Turkey","Meleagris gallopavo",2013,4
"1867","Wild Turkey","Meleagris gallopavo",2014,1
"1868","Wild Turkey","Meleagris gallopavo",2015,6
"1869","Wild Turkey","Meleagris gallopavo",2016,1
"1870","Wild Turkey","Meleagris gallopavo",2017,15
"1871","Wild Turkey","Meleagris gallopavo",2018,1
"1872","Wild Turkey","Meleagris gallopavo",2019,7
"1873","Wild Turkey","Meleagris gallopavo",2020,2
"1874","Wild Turkey","Meleagris gallopavo",2022,2
"1875","Wild Turkey","Meleagris gallopavo",2023,8
"1876","Wood Thrush","Hylocichla mustelina",2000,125
"1877","Wood Thrush","Hylocichla mustelina",2001,115
"1878","Wood Thrush","Hylocichla mustelina",2002,96
"1879","Wood Thrush","Hylocichla mustelina",2003,76
"1880","Wood Thrush","Hylocichla mustelina",2004,75
"1881","Wood Thrush","Hylocichla mustelina",2005,106
"1882","Wood Thrush","Hylocichla mustelina",2006,74
"1883","Wood Thrush","Hylocichla mustelina",2007,89
"1884","Wood Thrush","Hylocichla mustelina",2008,76
"1885","Wood Thrush","Hylocichla mustelina",2009,51
"1886","Wood Thrush","Hylocichla mustelina",2010,41
"1887","Wood Thrush","Hylocichla mustelina",2011,23
"1888","Wood Thrush","Hylocichla mustelina",2012,21
"1889","Wood Thrush","Hylocichla mustelina",2013,28
"1890","Wood Thrush","Hylocichla mustelina",2014,33
"1891","Wood Thrush","Hylocichla mustelina",2015,35
"1892","Wood Thrush","Hylocichla mustelina",2016,35
"1893","Wood Thrush","Hylocichla mustelina",2017,42
"1894","Wood Thrush","Hylocichla mustelina",2018,28
"1895","Wood Thrush","Hylocichla mustelina",2019,47
"1896","Wood Thrush","Hylocichla mustelina",2020,39
"1897","Wood Thrush","Hylocichla mustelina",2021,32
"1898","Wood Thrush","Hylocichla mustelina",2022,39
"1899","Wood Thrush","Hylocichla mustelina",2023,33
"1900","Yellow Warbler","Setophaga petechia",2000,1
"1901","Yellow Warbler","Setophaga petechia",2007,1
"1902","Yellow Warbler","Setophaga petechia",2010,0
"1903","Yellow Warbler","Setophaga petechia",2012,1
"1904","Yellow Warbler","Setophaga petechia",2013,1
"1905","Yellow Warbler","Setophaga petechia",2014,1
"1906","Yellow Warbler","Setophaga petechia",2016,0
"1907","Yellow Warbler","Setophaga petechia",2018,1
"1908","Yellow Warbler","Setophaga petechia",2019,1
"1909","Yellow-billed Cuckoo","Coccyzus americanus",2000,41
"1910","Yellow-billed Cuckoo","Coccyzus americanus",2001,22
"1911","Yellow-billed Cuckoo","Coccyzus americanus",2002,22
"1912","Yellow-billed Cuckoo","Coccyzus americanus",2003,28
"1913","Yellow-billed Cuckoo","Coccyzus americanus",2004,31
"1914","Yellow-billed Cuckoo","Coccyzus americanus",2005,44
"1915","Yellow-billed Cuckoo","Coccyzus americanus",2006,34
"1916","Yellow-billed Cuckoo","Coccyzus americanus",2007,45
"1917","Yellow-billed Cuckoo","Coccyzus americanus",2008,21
"1918","Yellow-billed Cuckoo","Coccyzus americanus",2009,39
"1919","Yellow-billed Cuckoo","Coccyzus americanus",2010,19
"1920","Yellow-billed Cuckoo","Coccyzus americanus",2011,41
"1921","Yellow-billed Cuckoo","Coccyzus americanus",2012,39
"1922","Yellow-billed Cuckoo","Coccyzus americanus",2013,31
"1923","Yellow-billed Cuckoo","Coccyzus americanus",2014,31
"1924","Yellow-billed Cuckoo","Coccyzus americanus",2015,21
"1925","Yellow-billed Cuckoo","Coccyzus americanus",2016,32
"1926","Yellow-billed Cuckoo","Coccyzus americanus",2017,61
"1927","Yellow-billed Cuckoo","Coccyzus americanus",2018,53
"1928","Yellow-billed Cuckoo","Coccyzus americanus",2019,52
"1929","Yellow-billed Cuckoo","Coccyzus americanus",2020,34
"1930","Yellow-billed Cuckoo","Coccyzus americanus",2021,24
"1931","Yellow-billed Cuckoo","Coccyzus americanus",2022,21
"1932","Yellow-billed Cuckoo","Coccyzus americanus",2023,11
"1933","Yellow-breasted Chat","Icteria virens",2000,62
"1934","Yellow-breasted Chat","Icteria virens",2001,85
"1935","Yellow-breasted Chat","Icteria virens",2002,50
"1936","Yellow-breasted Chat","Icteria virens",2003,62
"1937","Yellow-breasted Chat","Icteria virens",2004,46
"1938","Yellow-breasted Chat","Icteria virens",2005,67
"1939","Yellow-breasted Chat","Icteria virens",2006,58
"1940","Yellow-breasted Chat","Icteria virens",2007,74
"1941","Yellow-breasted Chat","Icteria virens",2008,75
"1942","Yellow-breasted Chat","Icteria virens",2009,53
"1943","Yellow-breasted Chat","Icteria virens",2010,51
"1944","Yellow-breasted Chat","Icteria virens",2011,47
"1945","Yellow-breasted Chat","Icteria virens",2012,51
"1946","Yellow-breasted Chat","Icteria virens",2013,35
"1947","Yellow-breasted Chat","Icteria virens",2014,20
"1948","Yellow-breasted Chat","Icteria virens",2015,22
"1949","Yellow-breasted Chat","Icteria virens",2016,22
"1950","Yellow-breasted Chat","Icteria virens",2017,35
"1951","Yellow-breasted Chat","Icteria virens",2018,28
"1952","Yellow-breasted Chat","Icteria virens",2019,22
"1953","Yellow-breasted Chat","Icteria virens",2020,47
"1954","Yellow-breasted Chat","Icteria virens",2021,33
"1955","Yellow-breasted Chat","Icteria virens",2022,39
"1956","Yellow-breasted Chat","Icteria virens",2023,28
"1957","Yellow-crowned Night-Heron","Nyctanassa violacea",2019,1
"1958","Yellow-throated Vireo","Vireo flavifrons",2000,8
"1959","Yellow-throated Vireo","Vireo flavifrons",2001,10
"1960","Yellow-throated Vireo","Vireo flavifrons",2002,13
"1961","Yellow-throated Vireo","Vireo flavifrons",2003,7
"1962","Yellow-throated Vireo","Vireo flavifrons",2004,7
"1963","Yellow-throated Vireo","Vireo flavifrons",2005,12
"1964","Yellow-throated Vireo","Vireo flavifrons",2006,6
"1965","Yellow-throated Vireo","Vireo flavifrons",2007,9
"1966","Yellow-throated Vireo","Vireo flavifrons",2008,11
"1967","Yellow-throated Vireo","Vireo flavifrons",2009,2
"1968","Yellow-throated Vireo","Vireo flavifrons",2010,12
"1969","Yellow-throated Vireo","Vireo flavifrons",2011,7
"1970","Yellow-throated Vireo","Vireo flavifrons",2012,3
"1971","Yellow-throated Vireo","Vireo flavifrons",2013,3
"1972","Yellow-throated Vireo","Vireo flavifrons",2014,4
"1973","Yellow-throated Vireo","Vireo flavifrons",2015,8
"1974","Yellow-throated Vireo","Vireo flavifrons",2016,5
"1975","Yellow-throated Vireo","Vireo flavifrons",2017,6
"1976","Yellow-throated Vireo","Vireo flavifrons",2018,2
"1977","Yellow-throated Vireo","Vireo flavifrons",2019,9
"1978","Yellow-throated Vireo","Vireo flavifrons",2020,13
"1979","Yellow-throated Vireo","Vireo flavifrons",2021,8
"1980","Yellow-throated Vireo","Vireo flavifrons",2022,12
"1981","Yellow-throated Vireo","Vireo flavifrons",2023,7
"1982","Yellow-throated Warbler","Setophaga dominica",2000,8
"1983","Yellow-throated Warbler","Setophaga dominica",2001,9
"1984","Yellow-throated Warbler","Setophaga dominica",2002,12
"1985","Yellow-throated Warbler","Setophaga dominica",2003,4
"1986","Yellow-throated Warbler","Setophaga dominica",2004,4
"1987","Yellow-throated Warbler","Setophaga dominica",2005,16
"1988","Yellow-throated Warbler","Setophaga dominica",2006,13
"1989","Yellow-throated Warbler","Setophaga dominica",2007,9
"1990","Yellow-throated Warbler","Setophaga dominica",2008,11
"1991","Yellow-throated Warbler","Setophaga dominica",2009,11
"1992","Yellow-throated Warbler","Setophaga dominica",2010,7
"1993","Yellow-throated Warbler","Setophaga dominica",2011,7
"1994","Yellow-throated Warbler","Setophaga dominica",2012,8
"1995","Yellow-throated Warbler","Setophaga dominica",2013,15
"1996","Yellow-throated Warbler","Setophaga dominica",2014,9
"1997","Yellow-throated Warbler","Setophaga dominica",2015,18
"1998","Yellow-throated Warbler","Setophaga dominica",2016,22
"1999","Yellow-throated Warbler","Setophaga dominica",2017,24
"2000","Yellow-throated Warbler","Setophaga dominica",2018,21
"2001","Yellow-throated Warbler","Setophaga dominica",2019,21
"2002","Yellow-throated Warbler","Setophaga dominica",2020,31
"2003","Yellow-throated Warbler","Setophaga dominica",2021,22
"2004","Yellow-throated Warbler","Setophaga dominica",2022,36
"2005","Yellow-throated Warbler","Setophaga dominica",2023,35
